Year,Branch No.,TFWS,LSCO,LSCH,LOPENO,LOPENH,LOBCO,LOBCH,GVJO,GVJH,GSTO,GSTH,GSCO,GSCH,GOPENO,GOPENH,GOBCO,GOBCH,GNT3O,GNT3H,GNT2O,GNT2H,GNT1O,GNT1H,DEFS
2017,678719110,44797,94697,112735,85440,83441,54112,76659,63131,112735,67641,108225,80192,108225,45094,86543,53640,104402,67641,72150,78204,76659,63131,117244,100636
2018,678719110,43618,117917,140377,61766,61766,67381,95456,78611,140377,84226,134762,58927,134762,56151,79363,69648,95456,84226,83974,72996,95456,78611,145992,85980
2013,678724510,48492,127293,151540,75289,92085,72739,103047,84862,151540,90924,145478,107709,145478,60616,106097,66677,103047,90924,96985,78800,103047,84862,157601,72739
2014,678724510,64684,169797,202140,88941,90416,97027,137455,113198,202140,121284,194054,88386,194054,80856,92904,92164,137455,121284,129369,105112,137455,113198,210225,97027
2015,678724510,60364,91059,188637,74809,86247,90546,128273,105637,188637,113182,181092,97618,181092,75455,94188,86097,128273,113182,120728,98091,128273,105637,196183,90546
2016,678724510,36951,96903,87119,49431,62649,53336,80851,62225,111117,66670,106672,65947,106672,44447,70500,57841,81780,76620,71115,57781,75559,62225,115562,46453
2017,678724510,36231,102382,94605,35855,52054,58588,91636,58827,105050,63030,100848,72596,101366,42020,59752,53838,78550,63030,67232,54626,71434,58827,109252,73106
2018,678724510,33061,70028,83367,54320,51446,60301,81659,46685,83367,50020,80032,69361,90975,33347,44143,36816,50683,84050,53355,43351,63238,84779,88187,58080
2013,678760210,44275,116222,138360,79540,102653,88663,94084,77481,138360,83016,132825,88550,132825,55344,81371,60878,94084,83016,88550,71947,94084,77481,143894,66412
2014,678760210,50480,88620,157750,75855,64265,70691,107270,88340,157750,83854,151440,68805,88391,63100,67535,64260,107270,63115,100960,82030,107270,88340,164060,75720
2015,678760210,53287,89086,166522,80596,73269,68987,113235,93252,166522,99913,159861,68908,159861,66609,85996,68002,113235,99913,106574,86591,113235,93252,173183,79930
2016,678760210,45357,113624,135267,72192,60440,64928,91981,69569,135267,81160,129856,55035,98367,54107,84063,57690,92372,81160,86571,70339,91981,75749,140678,86655
2017,678760210,45813,90883,108195,47605,47605,51933,73572,60589,108195,64917,84699,48331,103867,43278,78185,48430,86479,64917,99720,56261,73572,60589,112522,51933
2018,678760210,42826,86975,103542,45558,57235,49700,70408,57983,103542,62125,99400,89074,99400,41417,67712,53561,95395,62125,66267,53842,70408,57983,107684,59571
2013,678761210,34212,80416,106915,44562,68292,65395,110569,59872,106915,102348,105459,78173,96793,42766,61819,67973,110479,64149,90538,66180,87392,60869,88051,51319
2014,678761210,48260,126684,150815,66358,66358,78696,102554,86461,150815,90489,144782,86826,144782,60326,76593,76338,102554,90489,96521,78423,89645,85605,156847,72391
2015,678761210,52932,82035,165415,72782,72782,71664,112482,71374,165415,99249,158798,81359,95884,66166,87517,69998,94319,80449,105865,86015,93095,92632,172031,79399
2016,678761210,41553,145880,173667,101131,76413,83360,118093,97253,173667,104200,166720,91844,166720,69467,101307,75096,118093,104200,111147,90685,118093,77182,180614,83360
2017,678761210,46662,209785,249745,109887,109887,119877,169826,139857,249745,149847,239755,159836,239755,99898,93144,109887,169826,149847,159836,129867,169826,139857,259734,93363
2018,678761210,47333,198418,236212,103933,103933,113382,160624,132279,236212,141727,226764,151176,226764,94485,95463,103933,160624,141727,151176,122830,160624,132279,245661,98514
2013,680824510,85464,224345,267077,88960,92965,128197,181612,149563,267077,160246,256394,170929,256394,106831,128197,117514,101930,160246,170929,138880,181612,149563,277760,128197
2014,680824510,62236,163371,194490,85575,79145,93355,132253,108914,194490,116694,186710,124473,186710,77796,87604,85575,132253,116694,124473,101134,132253,108914,202269,93355
2015,680824510,62719,164637,195997,86238,72569,94078,133278,109758,195997,117598,188157,125438,188157,78399,81281,89643,133278,117598,125438,101918,133278,109758,203837,94078
2016,680824510,36280,107994,128565,43392,47051,61711,57082,71996,128565,77139,123422,59258,53220,51426,43770,61265,58467,77139,82281,66853,87424,71996,133707,43015
2017,680824510,46018,119527,142295,42500,39535,68301,79014,79685,142295,85377,136603,73176,106116,56918,38795,64713,61133,66890,91068,73993,96760,79685,94599,43297
2018,680824510,27815,84149,100177,43470,19883,48085,43213,56099,47045,60106,96170,60726,95751,40071,34802,57809,58485,60106,95319,52092,68120,56099,104184,58192
2013,680837210,57253,150290,178917,78723,78723,85880,121663,100193,178917,107350,171760,114507,171760,71567,85880,78723,121663,107350,114507,93037,121663,100193,186074,85880
2014,680837210,56241,151989,148861,76094,75633,86851,111544,101326,180940,108564,173702,115801,173702,72376,80682,79613,112950,108564,115801,94088,105616,101326,188177,86808
2015,680837210,55229,153688,118804,73464,72542,87822,101425,102458,182962,109777,175644,117096,175644,73185,75484,80503,104236,109777,117096,95140,89569,102458,190281,87736
2016,680837210,54218,155387,88748,70835,69452,88792,91307,103591,184985,110991,177585,118390,177585,73994,70286,81393,95523,110991,118390,96192,73523,103591,192384,88664
2017,680837210,65766,171374,204017,83955,61205,97928,138731,114249,204017,122410,195856,130571,105696,81607,101429,89767,138731,122410,130571,106089,138731,114249,212178,97928
2018,680837210,55830,185614,220970,64435,42194,106065,150259,123743,220970,132582,212131,141420,212131,88388,49091,94394,84800,132582,141420,114904,150259,123743,229808,73134
2013,680861210,41944,110105,99153,73244,81302,72230,89132,73403,131077,78646,125834,110939,125834,52431,73684,70043,88557,78646,102436,80473,89132,73403,136320,62917
2014,680861210,59342,155773,185445,90703,77630,89013,126102,103849,185445,111267,178027,118684,82615,74178,80487,90023,91270,111267,91322,96431,80995,103849,192862,89013
2015,680861210,57637,151298,180117,79251,73969,94954,122479,100865,180117,108070,172912,115275,97817,72047,88948,79251,96633,108070,115275,93661,80094,100865,187322,86456
2016,680861210,41171,119164,141862,100450,84840,68094,96466,79443,141862,85117,89377,89023,136188,56745,80033,78800,92561,85117,90792,78986,85860,79443,147537,100172
2017,680861210,47175,176383,209980,92391,92391,100790,142786,117588,209980,125988,201580,134387,99130,83992,86244,92391,95734,125988,99063,109189,142786,117588,218379,100790
2018,680861210,48075,173090,206060,69575,68548,98908,140120,115393,206060,123636,197817,131878,74460,82424,62983,90666,95109,123636,131878,107151,140120,115393,214302,98908
